claim_id,accident_year,line_of_business,loss_amount_usd,paid_to_date_usd,status,injury_severity
CLM100516,2015,Property,52513,38920,Open,Moderate
CLM100517,2015,Auto PD,5556,4027,Open,Minor
CLM100518,2015,Auto PD,8248,7897,Closed,Minor
CLM100519,2015,GL,9878,9506,Closed,Minor
CLM100520,2015,GL,78100,59157,Open,Severe
CLM100521,2015,Auto PD,53150,40426,Open,Moderate
CLM100522,2015,Property,35060,26371,Open,Moderate
CLM100523,2015,GL,9426,3816,Open,Minor
CLM100524,2015,Property,33551,18440,Open,Moderate
CLM100525,2015,GL,3487,2543,Open,Minor
CLM100526,2015,Auto PD,3931,3379,Open,Minor
CLM100527,2015,GL,45721,41841,Open,Moderate
CLM100528,2015,GL,48895,37183,Open,Moderate
CLM100529,2015,Property,5739,5706,Closed,Minor
CLM100530,2015,Auto BI,9596,6494,Open,Minor
CLM100531,2015,Auto PD,3846,1902,Open,Minor
CLM100532,2015,Auto PD,7834,5289,Open,Minor
CLM100533,2015,Auto PD,4972,4718,Open,Minor
CLM100534,2015,Auto BI,164593,134008,Open,Severe
CLM100535,2015,Property,45710,39931,Open,Moderate
CLM100536,2015,Auto PD,146864,70441,Open,Severe
CLM100537,2015,GL,187312,133269,Open,Severe
CLM100538,2015,GL,60094,48360,Open,Moderate
CLM100539,2015,GL,6557,5518,Open,Minor
CLM100540,2015,Auto BI,57535,24185,Open,Moderate
CLM100541,2015,Property,28054,15942,Open,Moderate
CLM100542,2015,Auto BI,52947,42025,Open,Moderate
CLM100543,2015,Auto PD,342533,178904,Open,Severe
CLM100544,2015,Auto PD,1820,1214,Open,Minor
CLM100545,2015,Auto BI,6007,5265,Open,Minor
CLM100546,2015,GL,9442,7720,Open,Minor
CLM100547,2015,GL,7492,6493,Open,Minor
CLM100548,2015,Auto BI,8927,3655,Open,Minor
CLM100549,2015,GL,6490,4376,Open,Minor
CLM100550,2015,GL,46298,39271,Open,Moderate
CLM100551,2015,Auto BI,42664,41144,Closed,Moderate
CLM100552,2015,GL,10919,4430,Open,Minor
CLM100553,2015,Auto BI,8636,3557,Open,Minor
CLM100554,2015,Auto PD,50064,35458,Open,Moderate
CLM100555,2015,GL,38821,32627,Open,Moderate
CLM100556,2015,GL,6780,6269,Open,Minor
CLM100557,2015,Auto BI,38511,32162,Open,Moderate
CLM100558,2015,Auto PD,8986,5301,Open,Minor
CLM100559,2015,Auto PD,6947,4338,Open,Minor
CLM100560,2015,Property,8724,6444,Open,Minor
CLM100561,2015,GL,396409,279086,Open,Severe
CLM100562,2015,Property,10177,9021,Open,Minor
CLM100563,2015,Auto BI,7184,6304,Open,Minor
CLM100564,2015,GL,11003,7325,Open,Minor
CLM100565,2015,GL,6979,6106,Open,Minor
CLM100566,2015,Auto PD,2904,1688,Open,Minor
CLM100567,2015,GL,5479,3315,Open,Minor
CLM100568,2015,Property,3323,2013,Open,Minor
CLM100569,2015,Auto PD,7121,5728,Open,Minor
CLM100570,2015,GL,8046,5128,Open,Minor
CLM100571,2015,Auto BI,70146,34137,Open,Moderate
CLM100572,2015,GL,8817,7728,Open,Minor
CLM100573,2015,Auto PD,7452,4640,Open,Minor
CLM100574,2015,Auto BI,10073,4288,Open,Minor
CLM100575,2015,GL,2472,1964,Open,Minor
CLM100576,2015,GL,8589,4667,Open,Minor
CLM100577,2015,Property,9927,7213,Open,Minor
CLM100578,2015,Auto PD,4303,3225,Open,Minor
CLM100579,2015,Auto PD,317219,171231,Open,Severe
CLM100580,2015,GL,8846,8271,Open,Minor
CLM100581,2015,Auto PD,6961,3255,Open,Minor
CLM100582,2015,Auto BI,9581,5276,Open,Minor
CLM100583,2015,Property,79060,46812,Open,Moderate
CLM100584,2015,GL,47727,29966,Open,Moderate
CLM100585,2015,Property,8620,5447,Open,Minor
CLM100586,2015,Auto BI,180954,114904,Open,Severe
CLM100587,2015,Auto PD,32252,14930,Open,Moderate
CLM100588,2015,Auto BI,10075,9983,Closed,Minor
CLM100589,2015,Auto BI,5859,2875,Open,Minor
CLM100590,2015,Auto PD,8178,6351,Open,Minor
CLM100591,2015,Auto PD,37835,27500,Open,Moderate
CLM100592,2015,GL,9197,5667,Open,Minor
CLM100593,2015,Auto PD,8834,6737,Open,Minor
CLM100594,2015,Auto BI,60563,42415,Open,Moderate
CLM100595,2015,GL,6724,3171,Open,Minor
CLM100596,2015,Property,197060,96901,Open,Severe
CLM100597,2015,Property,5553,2820,Open,Minor
CLM100598,2015,Auto PD,38335,33760,Open,Moderate
CLM100599,2015,Property,8943,6884,Open,Minor
CLM100600,2015,Auto BI,284344,173354,Open,Severe
CLM100601,2015,GL,5694,2715,Open,Minor
CLM100602,2015,Property,10174,7589,Open,Minor
CLM100603,2015,Auto BI,65334,52343,Open,Moderate
CLM100604,2015,Property,51201,30248,Open,Moderate
CLM100605,2015,Auto BI,73151,68211,Open,Moderate
CLM100606,2015,Property,33393,15830,Open,Moderate
CLM100607,2015,Property,4888,2321,Open,Minor
CLM100608,2015,GL,3553,2231,Open,Minor
CLM100609,2015,GL,11740,5788,Open,Minor
CLM100610,2015,Property,9635,5413,Open,Minor
CLM100611,2015,GL,44166,35000,Open,Moderate
CLM100612,2015,Property,49199,22660,Open,Moderate
CLM100613,2015,Property,5186,2193,Open,Minor
CLM100614,2015,Auto BI,81686,64380,Open,Moderate
CLM100615,2015,GL,46938,18941,Open,Moderate
CLM100616,2015,GL,229298,96306,Open,Severe
CLM100617,2015,GL,9814,6774,Open,Minor
CLM100618,2015,Auto BI,52215,23263,Open,Moderate
CLM100619,2015,GL,8559,7380,Open,Minor
CLM100620,2015,Auto PD,33142,26836,Open,Moderate
CLM100621,2015,Auto PD,9178,8026,Open,Minor
CLM100622,2015,GL,73230,71649,Closed,Moderate
CLM100623,2015,Property,11363,6943,Open,Minor
CLM100624,2015,Auto BI,68897,28574,Open,Moderate
CLM100625,2015,Auto PD,6721,2734,Open,Minor
CLM100626,2015,Auto PD,5525,2270,Open,Minor
CLM100627,2015,Auto PD,7685,3986,Open,Minor
CLM100628,2015,Auto BI,8139,6512,Open,Minor
CLM100629,2015,Auto PD,10735,8141,Open,Minor
CLM100630,2015,Auto BI,19613,13819,Open,Moderate
CLM100631,2015,Property,11823,8101,Open,Minor
CLM100632,2015,GL,7604,4489,Open,Minor
CLM100633,2015,Auto PD,6932,6402,Open,Minor
CLM100634,2015,Auto BI,133971,55989,Open,Severe
CLM100635,2015,Property,3862,3459,Open,Minor
CLM100636,2015,Property,57347,36851,Open,Moderate
CLM100637,2015,Auto BI,8183,4376,Open,Minor
CLM100638,2015,Auto BI,4775,2706,Open,Minor
CLM100639,2015,Auto BI,4762,2980,Open,Minor
CLM100640,2015,Auto BI,39963,26164,Open,Moderate
CLM100641,2015,GL,12172,10910,Open,Minor
CLM100642,2015,Property,41106,23640,Open,Moderate
CLM100643,2015,Auto PD,92232,89730,Closed,Severe
CLM100644,2015,Property,7385,5742,Open,Minor
CLM100645,2015,Auto BI,40909,35370,Open,Moderate
CLM100646,2015,GL,1257,581,Open,Minor
CLM100647,2015,Property,7864,4151,Open,Minor
CLM100648,2015,Property,7422,4622,Open,Minor
CLM100649,2015,Auto PD,9740,9722,Closed,Minor
CLM100650,2015,GL,72734,52357,Open,Moderate
CLM100651,2015,Property,61898,30093,Open,Moderate
CLM100652,2015,Property,40966,30074,Open,Moderate
CLM100653,2015,Auto PD,5233,4078,Open,Minor
CLM100654,2015,GL,14433,13359,Open,Minor
CLM100655,2015,Auto PD,45888,21488,Open,Moderate
CLM100656,2015,Auto BI,45208,44675,Closed,Moderate
CLM100657,2015,Auto BI,7939,6065,Open,Minor
CLM100658,2015,GL,47971,26048,Open,Moderate
CLM100659,2015,Property,7639,3096,Open,Minor
CLM100660,2015,Auto PD,6565,3026,Open,Minor
CLM100661,2015,GL,6632,3190,Open,Minor
CLM100662,2015,Auto PD,7918,3975,Open,Minor
CLM100663,2015,Auto PD,6641,4184,Open,Minor
CLM100664,2015,GL,6217,6067,Closed,Minor
CLM100665,2015,Auto BI,46596,27053,Open,Moderate
CLM100666,2015,GL,41175,22584,Open,Moderate
CLM100667,2015,GL,11759,5297,Open,Minor
CLM100668,2015,GL,5235,4714,Open,Moderate
CLM100669,2015,Auto BI,10728,8982,Open,Minor
CLM100670,2015,Auto BI,11115,9676,Open,Minor
CLM100671,2015,Property,2816,2514,Open,Minor
CLM100672,2015,Auto BI,39859,36102,Open,Moderate
CLM100673,2015,Auto BI,7071,4909,Open,Minor
CLM100674,2015,Property,23887,13077,Open,Moderate
CLM100675,2015,Auto PD,33332,29249,Open,Moderate
CLM100676,2015,Auto PD,5223,2236,Open,Minor
CLM100677,2015,Property,12380,12303,Closed,Minor
CLM100678,2015,Property,59035,35865,Open,Moderate
CLM100679,2015,Property,11178,5433,Open,Minor
CLM100680,2015,Property,9804,6793,Open,Minor
CLM100681,2015,Auto PD,28064,19119,Open,Moderate
CLM100682,2015,Auto PD,6688,6355,Closed,Minor
CLM100683,2015,Auto PD,52340,52198,Closed,Moderate
CLM100684,2015,Property,116119,50782,Open,Severe
CLM100685,2015,Property,9782,8204,Open,Minor
CLM100686,2015,GL,7399,6592,Open,Minor
CLM100687,2015,GL,39377,27569,Open,Moderate
CLM100688,2015,Auto BI,9777,9130,Open,Minor
CLM100689,2015,Auto PD,9110,8484,Open,Minor
CLM100690,2015,Auto PD,7097,3175,Open,Minor
CLM100691,2015,Property,62389,59877,Closed,Moderate
CLM100692,2015,Auto BI,5297,4539,Open,Minor
CLM100693,2015,GL,9539,6047,Open,Minor
CLM100694,2015,Auto PD,53896,31100,Open,Moderate
CLM100695,2015,Auto PD,7226,3193,Open,Minor
CLM100696,2015,Auto PD,8815,7110,Open,Minor
CLM100697,2015,Property,4872,3741,Open,Minor
CLM100698,2015,GL,10310,9831,Closed,Minor
CLM100699,2015,Property,42226,22203,Open,Moderate
CLM100700,2015,Auto BI,37159,24749,Open,Moderate
CLM100701,2015,Auto PD,10622,10007,Open,Minor
CLM100702,2015,Auto BI,34434,14277,Open,Moderate
CLM100703,2015,Property,4478,1864,Open,Minor
CLM100704,2015,GL,4108,2657,Open,Minor
CLM100705,2015,Property,9515,6827,Open,Minor
CLM100706,2015,Property,25793,16303,Open,Moderate
CLM100707,2015,Auto BI,71321,65967,Open,Moderate
CLM100708,2015,Property,2795,1621,Open,Minor
CLM100709,2015,GL,12241,5645,Open,Minor
CLM100710,2015,Auto PD,8527,8485,Closed,Minor
CLM100711,2015,Auto BI,7758,3573,Open,Minor
CLM100712,2015,Auto PD,36826,28177,Open,Moderate
CLM100713,2015,Auto PD,253926,148073,Open,Severe
CLM100714,2015,Property,7905,6272,Open,Minor
CLM100715,2015,Auto BI,61549,58501,Closed,Moderate
CLM100716,2015,Auto BI,8285,7980,Closed,Minor
CLM100717,2015,Property,47254,38894,Open,Moderate
CLM100718,2015,GL,7090,5472,Open,Minor
CLM100719,2015,GL,44145,24168,Open,Moderate
CLM100720,2015,Auto PD,49617,42460,Open,Moderate
CLM100721,2015,GL,3724,3187,Open,Minor
CLM100722,2015,Auto PD,105404,85992,Open,Severe
CLM100723,2015,GL,56148,48923,Open,Moderate
CLM100724,2015,Auto BI,8427,8281,Closed,Minor
CLM100725,2015,GL,7540,4972,Open,Minor
CLM100726,2015,GL,45276,28302,Open,Moderate
CLM100727,2015,Auto BI,50213,47461,Open,Moderate
CLM100728,2015,Property,36903,31505,Open,Moderate
CLM100729,2015,Auto BI,33325,13488,Open,Moderate
CLM100730,2015,Property,8489,4182,Open,Minor
CLM100731,2015,Auto PD,5554,5064,Open,Minor
CLM100732,2015,GL,9020,4764,Open,Minor
CLM100733,2015,Property,75280,47342,Open,Severe
CLM100734,2015,Auto BI,10572,5288,Open,Minor
CLM100735,2015,Property,9181,8562,Open,Minor
CLM100736,2015,GL,8640,4246,Open,Minor
CLM100737,2015,Auto PD,10456,5502,Open,Minor
CLM100738,2015,Auto BI,12163,7092,Open,Minor
CLM100739,2015,Property,60215,36585,Open,Moderate
CLM100740,2015,Auto BI,17386,10604,Open,Moderate
CLM100741,2015,Auto PD,4801,3302,Open,Minor
CLM100742,2015,Auto PD,6437,5376,Open,Minor
CLM100743,2015,Auto BI,8065,6215,Open,Minor
CLM100744,2015,Auto BI,52764,42766,Open,Moderate
CLM100745,2015,Auto BI,6185,4736,Open,Minor
CLM100746,2015,Auto PD,47801,22757,Open,Moderate
CLM100747,2015,Auto BI,6111,3629,Open,Minor
CLM100748,2015,GL,6471,2962,Open,Minor
CLM100749,2015,Property,23900,22877,Closed,Moderate
CLM100750,2015,Auto BI,5691,3222,Open,Minor
CLM100751,2015,Property,105106,79017,Open,Severe
CLM100752,2015,GL,30361,27637,Open,Moderate
CLM100753,2015,Auto PD,10634,8208,Open,Minor
CLM100754,2015,Property,5626,5614,Closed,Minor
CLM100755,2015,Property,14580,10476,Open,Minor
CLM100756,2015,Property,52399,24316,Open,Moderate
CLM100757,2015,Auto BI,8462,5379,Open,Minor
CLM100758,2015,Property,32124,23549,Open,Moderate
CLM100759,2015,Auto PD,279526,253067,Open,Severe
CLM100760,2015,Auto BI,6560,4700,Open,Minor
CLM100761,2015,Property,8305,5883,Open,Minor
CLM100762,2015,Auto PD,83401,64598,Open,Moderate
CLM100763,2015,Auto PD,7759,4300,Open,Minor
CLM100764,2015,Auto BI,10873,7304,Open,Minor
CLM100765,2015,Auto BI,34452,28002,Open,Moderate
CLM100766,2015,Auto PD,217025,165314,Open,Severe
CLM100767,2015,GL,12427,9906,Open,Minor
CLM100768,2015,Property,6432,2687,Open,Minor
CLM100769,2015,Auto PD,12531,10664,Open,Minor
CLM100770,2015,Auto BI,9769,5714,Open,Minor
CLM100771,2015,GL,6593,3434,Open,Minor
CLM100772,2015,Property,9581,6993,Open,Minor
CLM100773,2015,Property,10431,9633,Open,Minor
CLM100774,2015,Property,9554,7563,Open,Minor
CLM100775,2015,Auto PD,21446,19813,Open,Moderate
CLM100776,2015,Auto BI,158193,143695,Open,Severe
CLM100777,2015,Property,7381,6426,Open,Minor
CLM100778,2015,Property,7813,5292,Open,Minor
CLM100779,2015,GL,54310,21816,Open,Moderate
CLM100780,2015,GL,8444,3440,Open,Minor
CLM100781,2015,Auto PD,24969,19299,Open,Moderate
CLM100782,2015,Auto PD,8950,8922,Closed,Minor
CLM100783,2015,Auto PD,9526,4214,Open,Minor
CLM100784,2015,Property,267582,216542,Open,Severe
CLM100785,2015,Property,10701,6683,Open,Minor
CLM100786,2015,GL,290883,126865,Open,Severe
CLM100787,2015,GL,51887,31862,Open,Moderate
CLM100788,2015,Auto PD,7824,7792,Closed,Minor
CLM100789,2015,Auto PD,3847,1781,Open,Minor
CLM100790,2015,GL,9074,4210,Open,Minor
CLM100791,2015,Property,8519,5938,Open,Minor
CLM100792,2015,Property,49073,29826,Open,Moderate
CLM100793,2015,Auto PD,4808,3435,Open,Minor
CLM100794,2015,Auto BI,5297,3374,Open,Minor
CLM100795,2015,Auto BI,60797,54751,Open,Moderate
CLM100796,2015,Auto BI,7901,3771,Open,Minor
CLM100797,2015,Auto BI,9703,5440,Open,Minor
CLM100798,2015,GL,8070,6766,Open,Minor
CLM100799,2015,Auto BI,8074,4405,Open,Minor
CLM100800,2015,Auto BI,10345,7828,Open,Minor
CLM100801,2015,Auto PD,6709,3171,Open,Minor
CLM100802,2015,GL,8240,8015,Closed,Minor
CLM100803,2015,GL,6844,5842,Open,Minor
CLM100804,2015,GL,6913,3359,Open,Minor
CLM100805,2015,Property,7227,5171,Open,Minor
CLM100806,2015,GL,8555,5943,Open,Minor
CLM100807,2015,Property,6803,3958,Open,Minor
CLM100808,2015,Auto PD,63836,46957,Open,Moderate
CLM100809,2015,Property,31580,24391,Open,Moderate
CLM100810,2015,Auto BI,7532,4576,Open,Minor
CLM100811,2015,GL,6900,6162,Open,Minor
CLM100812,2015,GL,11617,10293,Open,Minor
CLM100813,2015,Auto BI,47948,20142,Open,Moderate
CLM100814,2015,Property,10579,8882,Open,Minor
CLM100815,2015,GL,4286,2456,Open,Minor
CLM100816,2015,Auto BI,8667,7549,Open,Minor
CLM100817,2015,Auto BI,10224,5896,Open,Minor
CLM100818,2015,Auto PD,8205,3987,Open,Minor
CLM100819,2015,GL,10663,7029,Open,Minor
CLM100820,2015,Property,6706,6370,Open,Minor
CLM100821,2015,GL,11523,4861,Open,Minor
CLM100822,2015,Auto PD,79483,55010,Open,Moderate
CLM100823,2015,Auto BI,39557,38917,Closed,Moderate
CLM100824,2015,Auto BI,38317,18567,Open,Moderate
CLM100825,2015,Auto BI,11633,11124,Closed,Minor
CLM100826,2015,Auto BI,68693,46918,Open,Moderate
CLM100827,2015,Property,6692,2900,Open,Minor
CLM100828,2015,GL,38697,31510,Open,Moderate
CLM100829,2015,Auto PD,40773,29072,Open,Moderate
CLM100830,2015,Property,4638,2284,Open,Minor
CLM100831,2015,GL,5703,2617,Open,Minor
CLM100832,2015,Property,29937,24665,Open,Moderate
CLM100833,2015,GL,33483,24990,Open,Moderate
CLM100834,2015,Auto PD,7913,7255,Open,Minor
CLM100835,2015,Property,8585,8142,Open,Minor
CLM100836,2015,GL,11876,8329,Open,Minor
CLM100837,2015,GL,5504,3002,Open,Minor
CLM100838,2015,Auto PD,59764,56357,Open,Moderate
CLM100839,2015,Auto PD,7465,5964,Open,Minor
CLM100840,2015,Auto PD,7876,3653,Open,Minor
CLM100841,2015,Property,277359,200394,Open,Severe
CLM100842,2015,Auto PD,28159,20095,Open,Moderate
CLM100843,2015,Property,8956,5865,Open,Minor
CLM100844,2015,Auto BI,8416,4969,Open,Minor
CLM100845,2015,Auto PD,9231,6073,Open,Minor
CLM100846,2015,Auto PD,8722,6664,Open,Minor
CLM100847,2015,Property,428700,234449,Open,Severe
CLM100848,2015,Auto BI,35433,19976,Open,Moderate
CLM100849,2015,GL,6672,4990,Open,Minor
CLM100850,2015,Auto BI,167033,159692,Closed,Severe
CLM100851,2015,Auto PD,6611,5894,Open,Minor
CLM100852,2015,Property,6406,3050,Open,Minor
CLM100853,2015,GL,62835,33485,Open,Moderate
CLM100854,2015,GL,340742,176074,Open,Severe
CLM100855,2015,Auto PD,6573,5686,Open,Minor
CLM100856,2015,Property,32514,23627,Open,Moderate
CLM100857,2015,Auto PD,9178,7874,Open,Minor
CLM100858,2015,Auto BI,6619,3625,Open,Minor
CLM100859,2015,Auto PD,9582,7451,Open,Minor
CLM100860,2015,Auto BI,48043,23370,Open,Moderate
CLM100861,2015,GL,22263,16859,Open,Moderate
CLM100862,2015,Auto PD,11868,6401,Open,Minor
CLM100863,2015,Auto BI,71938,67812,Open,Moderate
CLM100864,2015,GL,35808,31825,Open,Moderate
CLM100865,2015,GL,7030,3542,Open,Minor
CLM100866,2015,Auto BI,49287,49020,Closed,Moderate
CLM100867,2015,Auto BI,8836,7498,Open,Minor
CLM100868,2015,Property,9646,9033,Open,Minor
CLM100869,2015,Auto PD,13025,10446,Open,Minor
CLM100870,2015,Property,204959,122109,Open,Severe
CLM100871,2015,Auto PD,6004,3354,Open,Minor
CLM100872,2015,Property,4551,2476,Open,Minor
CLM100873,2015,Property,34036,24918,Open,Moderate
CLM100874,2015,Auto BI,7917,7916,Closed,Minor
CLM100875,2015,Property,12486,5863,Open,Minor
CLM100876,2015,Auto BI,6705,4595,Open,Minor
CLM100877,2015,Auto PD,8559,7413,Open,Minor
CLM100878,2015,GL,7958,4762,Open,Minor
CLM100879,2015,Auto BI,10970,5004,Open,Minor
CLM100880,2015,Auto BI,14317,9191,Open,Minor
CLM100881,2015,GL,6672,4152,Open,Minor
CLM100882,2015,Property,6776,3153,Open,Minor
CLM100883,2015,Auto PD,10610,4369,Open,Minor
CLM100884,2015,Property,9704,9429,Closed,Minor
CLM100885,2015,GL,12616,11077,Open,Minor
CLM100886,2015,Auto PD,9459,4228,Open,Minor
CLM100887,2015,Auto BI,39610,24005,Open,Moderate
CLM100888,2015,Auto PD,270205,252285,Open,Severe
CLM100889,2015,Auto BI,314239,201127,Open,Severe
CLM100890,2015,Auto PD,10051,9620,Closed,Minor
CLM100891,2015,GL,52609,44915,Open,Moderate
CLM100892,2015,Auto BI,10666,7238,Open,Minor
CLM100893,2015,GL,62539,48365,Open,Moderate
CLM100894,2015,Auto PD,337483,261720,Open,Severe
CLM100895,2015,Auto BI,9621,8206,Open,Minor
CLM100896,2015,Auto PD,7582,3178,Open,Minor
CLM100897,2015,Auto PD,8366,4309,Open,Minor
CLM100898,2015,Property,63097,33988,Open,Moderate
CLM100899,2015,Property,32745,32284,Closed,Moderate
CLM100900,2016,Auto BI,8921,4752,Open,Minor
CLM100901,2016,Auto BI,39099,19279,Open,Moderate
CLM100902,2016,Property,8071,4896,Open,Minor
CLM100903,2016,Auto BI,328668,144423,Open,Severe
CLM100904,2016,Property,47866,30732,Open,Moderate
CLM100905,2016,GL,45696,19284,Open,Moderate
CLM100906,2016,Property,4600,3436,Open,Minor
CLM100907,2016,Auto BI,9865,6105,Open,Minor
CLM100908,2016,Property,9613,8916,Open,Minor
CLM100909,2016,Property,77448,52441,Open,Moderate
CLM100910,2016,Auto PD,40383,31328,Open,Moderate
CLM100911,2016,GL,48287,22645,Open,Moderate
CLM100912,2016,Auto BI,8623,4756,Open,Minor
CLM100913,2016,Auto BI,11943,7688,Open,Minor
CLM100914,2016,Auto PD,7761,6283,Open,Minor
CLM100915,2016,GL,8697,7290,Open,Minor
CLM100916,2016,Auto PD,9519,6875,Open,Minor
CLM100917,2016,GL,8466,8016,Open,Minor
CLM100918,2016,Auto BI,38303,29009,Open,Moderate
CLM100919,2016,Auto BI,47911,35021,Open,Moderate
CLM100920,2016,Property,10684,4276,Open,Minor
CLM100921,2016,GL,5433,3333,Open,Minor
CLM100922,2016,Auto PD,8332,6753,Open,Minor
CLM100923,2016,GL,6249,5359,Open,Minor
CLM100924,2016,Property,321578,129113,Open,Severe
CLM100925,2016,Auto BI,4192,3468,Open,Minor
CLM100926,2016,Property,6602,4143,Open,Minor
CLM100927,2016,GL,8943,6446,Open,Minor
CLM100928,2016,Auto BI,11913,10601,Open,Minor
CLM100929,2016,Property,44013,28830,Open,Moderate
CLM100930,2016,GL,36672,22496,Open,Moderate
CLM100931,2016,GL,73217,63265,Open,Moderate
CLM100932,2016,GL,4379,4307,Closed,Minor
CLM100933,2016,GL,12017,10677,Open,Moderate
CLM100934,2016,GL,9100,3856,Open,Minor
CLM100935,2016,Auto BI,6744,6223,Open,Minor
CLM100936,2016,Auto PD,5446,4545,Open,Minor
CLM100937,2016,Property,55625,43993,Open,Moderate
CLM100938,2016,Auto PD,8609,3848,Open,Minor
CLM100939,2016,GL,36538,19352,Open,Moderate
CLM100940,2016,Property,25795,14523,Open,Moderate
CLM100941,2016,GL,58086,44746,Open,Moderate
CLM100942,2016,Auto BI,275267,242719,Open,Severe
CLM100943,2016,GL,7752,6359,Open,Minor
CLM100944,2016,Auto BI,12616,12423,Closed,Minor
CLM100945,2016,GL,5324,3175,Open,Minor
CLM100946,2016,GL,4186,2011,Open,Minor
CLM100947,2016,Auto BI,34621,27838,Open,Moderate
CLM100948,2016,GL,7886,3741,Open,Minor
CLM100949,2016,Auto PD,8608,6141,Open,Minor
CLM100950,2016,Auto BI,7396,4108,Open,Minor
CLM100951,2016,Auto PD,8880,6805,Open,Minor
CLM100952,2016,Auto PD,4871,2541,Open,Minor
CLM100953,2016,Auto PD,11609,8671,Open,Minor
CLM100954,2016,Auto BI,7794,7343,Open,Minor
CLM100955,2016,Auto BI,10793,9111,Open,Minor
CLM100956,2016,GL,8856,8162,Open,Minor
CLM100957,2016,Property,9141,8179,Open,Minor
CLM100958,2016,GL,9424,4329,Open,Minor
CLM100959,2016,Property,51715,39489,Open,Moderate
CLM100960,2016,GL,9606,3902,Open,Minor
CLM100961,2016,Property,64937,31892,Open,Moderate
CLM100962,2016,Auto PD,8491,5249,Open,Minor
CLM100963,2016,Auto BI,9772,5989,Open,Minor
CLM100964,2016,GL,43653,31782,Open,Moderate
CLM100965,2016,Auto PD,11600,7393,Open,Minor
CLM100966,2016,Property,6309,5370,Open,Minor
CLM100967,2016,Auto PD,12502,10649,Open,Minor
CLM100968,2016,Auto BI,216586,152072,Open,Severe
